id,title,price,currency,condition,date_created,permalink,thumbnail,city,state,seller_id,seller_name,is_car_dealer,year,km,brand,model,version,fuel,transmission,color,doors,engine
MLU1336042798,Camioneta Chery Tigo 4,18500,USD,used,2026-04-24T20:33:57.064Z,https://auto.mercadolibre.com.uy/MLU-1336042798-camioneta-chery-tigo-4-_JM,http://http2.mlstatic.com/D_816364-MLU110852975953_042026-I.jpg,San Ramón,Canelones,20163743,MBAZZINO,False,2023,33500 km,Chery,Tiggo 4 Pro,,Nafta,Manual,Gris,5,1500 cc
MLU1336068962,Mercedes-benz Clase Gla 1.6 Gla200 Urban 156cv,25000,USD,used,2026-04-24T20:22:28.413Z,https://auto.mercadolibre.com.uy/MLU-1336068962-mercedes-benz-clase-gla-16-gla200-urban-156cv-_JM,http://http2.mlstatic.com/D_949494-MLU109948883460_042026-I.jpg,Malvin,Montevideo,299562597,PEFE2492592,False,2018,209000 km,Mercedes-Benz,Clase GLA,,Nafta,Automática,Negro,5,1600 cc
MLU1336028306,"Titulos,al Día ,dvd ,motor Impecable A Toda Prueba",5000,USD,used,2026-04-24T18:16:56.437Z,https://auto.mercadolibre.com.uy/MLU-1336028306-titulosal-dia-dvd-motor-impecable-a-toda-prueba-_JM,http://http2.mlstatic.com/D_774630-MLU109946181412_042026-I.jpg,Maroñas,Montevideo,153827345,MUAG6229534,False,2006,111111 km,Renault,Scénic,,Nafta,Manual,Gris,5,
MLU1336039876,"Peugeot 405, Gasoil, Vidrios Electricos,  Con Deuda,andando",60000,UYU,used,2026-04-24T15:41:44.159Z,https://auto.mercadolibre.com.uy/MLU-1336039876-peugeot-405-gasoil-vidrios-electricos-con-deudaandando-_JM,http://http2.mlstatic.com/D_867035-MLU109941796808_042026-I.jpg,Parque del Plata,Canelones,406902663,AGMA6336430,False,1991,10000 km,Peugeot,405,,Diésel,Manual,Negro,4,
MLU1336030584,"Daewoo Tico Excelente Estado, Al Día.",140000,UYU,used,2026-04-24T21:33:51.473Z,https://auto.mercadolibre.com.uy/MLU-1336030584-daewoo-tico-excelente-estado-al-dia-_JM,http://http2.mlstatic.com/D_785283-MLU110854122075_042026-I.jpg,La Paz,Canelones,2579407160,JDBP,False,1999,100000 km,Daewoo,Tico,,Nafta,Manual,Verde,5,
MLU1336064168,Chevrolet Onix 1.2 Ls Hb,15000,USD,used,2026-04-24T11:45:28.39Z,https://auto.mercadolibre.com.uy/MLU-1336064168-chevrolet-onix-12-ls-hb-_JM,http://http2.mlstatic.com/D_874024-MLU110837308595_042026-I.jpg,Prado,Montevideo,62116654,JAVICATO,False,2025,8000 km,Chevrolet,Onix,,Nafta,Manual,Blanco,5,1200 cc
MLU1336031322,Hyundai Hb20 1.6 Comfort 5p,16000,USD,used,2026-04-24T23:52:26.185Z,https://auto.mercadolibre.com.uy/MLU-1336031322-hyundai-hb20-16-comfort-5p-_JM,http://http2.mlstatic.com/D_871936-MLU110856736597_042026-I.jpg,Pocitos Nuevo,Montevideo,136533872,SEBASTIANMARTINEZ730,False,2025,17400 km,Hyundai,HB20,,Nafta,Manual,Gris,5,1600 cc
MLU1336070278,Renault Clio 0.9 Iv Fase Ii Turbo Dynamique,16000,USD,used,2026-04-24T23:00:20.925Z,https://auto.mercadolibre.com.uy/MLU-1336070278-renault-clio-09-iv-fase-ii-turbo-dynamique-_JM,http://http2.mlstatic.com/D_839134-MLU110856398129_042026-I.jpg,Parque Postel,San José,442850024,HEGO5459768,False,2021,77500 km,Renault,Clio,,Nafta,Manual,Azul,3,900 cc
MLU1336038230,4 Llantas 15 Originales De Bora Cubiertas Nuevas Nuevas,10000000,UYU,used,2026-04-24T12:12:37.124Z,https://auto.mercadolibre.com.uy/MLU-1336038230-4-llantas-15-originales-de-bora-cubiertas-nuevas-nuevas-_JM,http://http2.mlstatic.com/D_663439-MLU110837315613_042026-I.jpg,Toledo,Canelones,1436656087,ALONSOGASTÓN20230730203635,False,2009,500000 km,Volkswagen,Bora,,Nafta,Semiautomática,Negro,4,2000 cc
MLU1336025866,Mercedes-benz Clase Cla 1.6 Cla200 Coupe Urban 156cv At,23900,USD,used,2026-04-24T14:00:27.519Z,https://auto.mercadolibre.com.uy/MLU-1336025866-mercedes-benz-clase-cla-16-cla200-coupe-urban-156cv-at-_JM,http://http2.mlstatic.com/D_660712-MLU109937606040_042026-I.jpg,Sayago,Montevideo,1286110228,AGUSTIN ANASTASOFF,False,2015,214000 km,Mercedes-Benz,Clase CLA,,Nafta,Automática,Gris,2,1600 cc
MLU1336044320,Volkswagen Suran 1.6 Highline 101cv 11c,9200,USD,used,2026-04-25T00:33:35.337Z,https://auto.mercadolibre.com.uy/MLU-1336044320-volkswagen-suran-16-highline-101cv-11c-_JM,http://http2.mlstatic.com/D_845508-MLU109954278086_042026-I.jpg,Cordón,Montevideo,209660871,ANDREWWEISS,False,2012,180000 km,Volkswagen,Suran,,Nafta,Manual,Azul,5,1600 cc
MLU1336109286,Chevrolet Onix 1.4 Lt 98cv,10200,USD,used,2026-04-25T00:22:38.069Z,https://auto.mercadolibre.com.uy/MLU-1336109286-chevrolet-onix-14-lt-98cv-_JM,http://http2.mlstatic.com/D_645986-MLU110858456525_042026-I.jpg,Ciudad de la Costa,Canelones,270614913,MUAG7515509,False,2018,175000 km,Chevrolet,Onix,,Nafta,Manual,Gris,5,1400 cc
MLU1336109640,Volkswagen Virtus 1.0 Tsi Trendline At,25690,USD,new,2026-04-25T02:00:37.157Z,https://auto.mercadolibre.com.uy/MLU-1336109640-volkswagen-virtus-10-tsi-trendline-at-_JM,http://http2.mlstatic.com/D_877501-MLU110860385337_042026-I.jpg,Buceo,Montevideo,43748783,FABIANYEMURENKO2008,True,2026,0 km,Volkswagen,Virtus,,Nafta,Automática,Plateado,4,1000 cc
MLU1336044478,Peugeot 3008 1.6 Premium Plus Thp 156cv,10900,USD,used,2026-04-25T01:14:23.514Z,https://auto.mercadolibre.com.uy/MLU-1336044478-peugeot-3008-16-premium-plus-thp-156cv-_JM,http://http2.mlstatic.com/D_891557-MLU110859325811_042026-I.jpg,Colón,Montevideo,26273174,ANT0NI0000,False,2010,111111 km,Peugeot,3008,,Nafta,Manual,Gris,5,1600 cc
MLU1336109956,Nissan Frontier 2023,32900,USD,used,2026-04-25T03:28:38.859Z,https://auto.mercadolibre.com.uy/MLU-1336109956-nissan-frontier-2023-_JM,http://http2.mlstatic.com/D_686339-MLU109957413746_042026-I.jpg,La Blanqueada,Montevideo,794832284,PAAN6809713,False,2023,119000 km,Nissan,NP300 Frontier,,Diésel,,Blanco,4,
MLU1336031424,Fiat Idea 1.8 Adventure Alarma,5900,USD,used,2026-04-25T00:21:04.326Z,https://auto.mercadolibre.com.uy/MLU-1336031424-fiat-idea-18-adventure-alarma-_JM,http://http2.mlstatic.com/D_759827-MLU109953213666_042026-I.jpg,Belvedere,Montevideo,1214083796,GODOYJULIO20221009124202,True,2008,134800 km,Fiat,Idea,,Nafta,Manual,Rojo,5,1800 cc
MLU1336109464,Peugeot 2008 1.6 Feline 5p,12900,USD,used,2026-04-25T01:15:17.091Z,https://auto.mercadolibre.com.uy/MLU-1336109464-peugeot-2008-16-feline-5p-_JM,http://http2.mlstatic.com/D_618071-MLU109954287780_042026-I.jpg,Canelones,Canelones,472976752,IMPORT21,False,2018,158000 km,Peugeot,2008,,Nafta,Manual,Gris,5,1600 cc
MLU1336071052,Volkswagen Up! 1.0 Move Up! 75cv,9000,USD,used,2026-04-25T02:20:31.556Z,https://auto.mercadolibre.com.uy/MLU-1336071052-volkswagen-up-10-move-up-75cv-_JM,http://http2.mlstatic.com/D_762142-MLU109955667004_042026-I.jpg,Solymar,Canelones,461400032,MARTINVENT,False,2016,155000 km,Volkswagen,Up!,,Nafta,Manual,Gris,3,1000 cc
MLU1336031360,Chery Qq3 1.1 Confort Full,7000,USD,used,2026-04-25T00:03:17.954Z,https://auto.mercadolibre.com.uy/MLU-1336031360-chery-qq3-11-confort-full-_JM,http://http2.mlstatic.com/D_847638-MLU110856739241_042026-I.jpg,Barros Blancos,Canelones,80665407,ZUKOSTA2009,False,2014,133500 km,Chery,QQ3,,Nafta,Manual,Rojo,5,1100 cc
MLU1336031548,Volkswagen Cc Excelente Estado Patente Paga Cubiertas Nuevas,26500,USD,used,2026-04-25T00:59:52.002Z,https://auto.mercadolibre.com.uy/MLU-1336031548-volkswagen-cc-excelente-estado-patente-paga-cubiertas-nuevas-_JM,http://http2.mlstatic.com/D_725522-MLU110858468361_042026-I.jpg,Paso de la Arena,Montevideo,452388922,MOED2054697,False,2014,137000 km,Volkswagen,CC,,Nafta,Automática secuencial,Gris,4,2000 cc
MLU1336109674,Ford Ecosport 2.0 Titanium 143cv 4x2 At,11500,USD,used,2026-04-25T02:07:04.676Z,https://auto.mercadolibre.com.uy/MLU-1336109674-ford-ecosport-20-titanium-143cv-4x2-at-_JM,http://http2.mlstatic.com/D_903977-MLU110860506287_042026-I.jpg,Barros Blancos,Canelones,2168034285,SQ20241219200625,False,2015,150000 km,Ford,Ecosport,,Nafta,Automática,Plateado,5,2000 cc
MLU1336070888,Suzuki Alto Maruti 800 Mpi Ga C/aire 5ptas Año 2013,6700,USD,used,2026-04-25T01:35:39.868Z,https://auto.mercadolibre.com.uy/MLU-1336070888-suzuki-alto-maruti-800-mpi-ga-caire-5ptas-ano-2013-_JM,http://http2.mlstatic.com/D_616914-MLU109954996038_042026-I.jpg,Pan de Azúcar,Maldonado,138423199,STELLACIDADE,False,2013,121550 km,Suzuki,Alto 800,,Nafta,Manual,Gris,5,
MLU1336031600,Ford Ka 1.0 Fly Plus,6500,USD,used,2026-04-25T01:13:33.521Z,https://auto.mercadolibre.com.uy/MLU-1336031600-ford-ka-10-fly-plus-_JM,http://http2.mlstatic.com/D_636637-MLU110859447535_042026-I.jpg,La Blanqueada,Montevideo,185443567,ALICIACARPANI,False,2010,81000 km,Ford,Ka,,Nafta,Manual,Verde,3,1000 cc
MLU1336109418,Camioneta Furgón Con Dirección Hidráulica En Muy Buen Estado,8900,USD,used,2026-04-25T01:01:18.968Z,https://auto.mercadolibre.com.uy/MLU-1336109418-camioneta-furgon-con-direccion-hidraulica-en-muy-buen-estado-_JM,http://http2.mlstatic.com/D_799682-MLU110857852151_042026-I.jpg,Belvedere,Montevideo,266637841,MOSI4530650,False,2014,11111 km,Mitsubishi,L300,,Nafta,Manual,Blanco,5,
MLU1336109358,Gelly,5800,USD,used,2026-04-25T00:42:26.841Z,https://auto.mercadolibre.com.uy/MLU-1336109358-gelly-_JM,http://http2.mlstatic.com/D_956246-MLU110761113567_042026-I.jpg,Juan Antonio Artigas,Canelones,240376277,FLABIAGUALTIERIVILLALBA,False,2017,62000 km,Geely,GC2,,Nafta,Manual,Negro,4,
MLU1336070730,New F3 Automático. Único Dueño. 100.000km Cómodo. Gran Baúl,9000,USD,used,2026-04-25T00:59:55.148Z,https://auto.mercadolibre.com.uy/MLU-1336070730-new-f3-automatico-unico-dueno-100000km-comodo-gran-baul-_JM,http://http2.mlstatic.com/D_830297-MLU110857876031_042026-I.jpg,Centro,Montevideo,32278211,MONYR2010,False,2014,100000 km,BYD auto,F3,,Nafta,Automática,Gris,5,
MLU1336109808,Nissan Note 1.6 Advance Mt,15500,USD,used,2026-04-25T02:48:13.657Z,https://auto.mercadolibre.com.uy/MLU-1336109808-nissan-note-16-advance-mt-_JM,http://http2.mlstatic.com/D_689931-MLU110860930303_042026-I.jpg,Montevideo,Montevideo,41900240,RANGOMAN,False,2019,55000 km,Nissan,Note,,Nafta,Manual,Blanco,5,1600 cc
MLU1336109738,Chevrolet S10 2.8 4x2 Dc Dlx,8000,USD,used,2026-04-25T02:22:30.251Z,https://auto.mercadolibre.com.uy/MLU-1336109738-chevrolet-s10-28-4x2-dc-dlx-_JM,http://http2.mlstatic.com/D_896655-MLU110859472269_042026-I.jpg,Las Piedras,Canelones,145677198,CAROLINASPINETTI,False,1997,10 km,Chevrolet,S10,,Diésel,Manual,Verde,4,2800 cc
MLU1336109260,Hyundai Tiburón Coupé,18000,USD,used,2026-04-25T00:14:06.496Z,https://auto.mercadolibre.com.uy/MLU-1336109260-hyundai-tiburon-coupe-_JM,http://http2.mlstatic.com/D_891490-MLU110856739483_042026-I.jpg,Salinas,Canelones,268364107,SISI5892350,False,2002,260000 km,Hyundai,Tiburón Coupé,,Nafta,Manual,Plateado,2,
MLU1336031752,Fiat Strada Freedom,17800,USD,used,2026-04-25T01:50:58.213Z,https://auto.mercadolibre.com.uy/MLU-1336031752-fiat-strada-freedom-_JM,http://http2.mlstatic.com/D_946670-MLU109954332030_042026-I.jpg,Aires Puros,Montevideo,1086383119,PIRIZMIGUEL20220525195812,False,2025,19300 km,Fiat,Freedom,,Nafta,,Blanco,5,
MLU1336109756,Hyundai Hb20 1.0 Comfort Mt,14300,USD,used,2026-04-25T02:32:59.428Z,https://auto.mercadolibre.com.uy/MLU-1336109756-hyundai-hb20-10-comfort-mt-_JM,http://http2.mlstatic.com/D_815833-MLU109955668626_042026-I.jpg,Cordón,Montevideo,56468131,LABORATORIOB,False,2022,49300 km,Hyundai,HB20,,Nafta,Manual,Gris,5,1000 cc
MLU1336031394,Effa Cargo 1.0,4500,USD,used,2026-04-25T00:11:13.647Z,https://auto.mercadolibre.com.uy/MLU-1336031394-effa-cargo-10-_JM,http://http2.mlstatic.com/D_961352-MLU109953797396_042026-I.jpg,Pinamar,Canelones,106309982,FABIANACORBO,False,2012,1000000 km,Effa,Cargo,,Nafta,Manual,Plateado,2,1000 cc
MLU1336025612,Ford Fusion 2.0 Se Luxury At,15500,USD,used,2026-04-24T13:29:29.509Z,https://auto.mercadolibre.com.uy/MLU-1336025612-ford-fusion-20-se-luxury-at-_JM,http://http2.mlstatic.com/D_836611-MLU109936939932_042026-I.jpg,Maldonado,Maldonado,88975486,MANYA99,False,2015,325000 km,Ford,Fusion,,Nafta,Automática,Blanco,4,2000 cc
MLU1336025528,Suzuki Fronx 1.5 Glx Hybrid At,25300,USD,used,2026-04-24T13:16:40.99Z,https://auto.mercadolibre.com.uy/MLU-1336025528-suzuki-fronx-15-glx-hybrid-at-_JM,http://http2.mlstatic.com/D_975017-MLU110837333349_042026-I.jpg,Punta del Este,Maldonado,212945903,TEJEIRALEIDI,False,2024,27500 km,Suzuki,Fronx,,Híbrido,Automática,Gris,5,1500 cc
MLU1336025168,Gwm Wingle 5 2.4 Luxury,21990,USD,new,2026-04-24T12:08:18.395Z,https://auto.mercadolibre.com.uy/MLU-1336025168-gwm-wingle-5-24-luxury-_JM,http://http2.mlstatic.com/D_665532-MLU110837155193_042026-I.jpg,Paysandú,Paysandú,1346291804,OVCARAUTOMOTORES,True,2026,0 km,GWM,Wingle 5,,Nafta,Manual,Blanco,4,2400 cc
MLU1336028212,Renault Duster 1.6 4x2 Confort 110cv,9500,USD,used,2026-04-24T18:07:25.971Z,https://auto.mercadolibre.com.uy/MLU-1336028212-renault-duster-16-4x2-confort-110cv-_JM,http://http2.mlstatic.com/D_973568-MLU109945847138_042026-I.jpg,Rincon Del Indio,Maldonado,258978351,GONZALOGIUSTA,False,2013,245000 km,Renault,Duster,,Nafta,Manual,Celeste,5,1600 cc
MLU1336039234,Renault Oroch 1.6 Sce Zen 2wd Mt,17900,USD,used,2026-04-24T14:44:19.734Z,https://auto.mercadolibre.com.uy/MLU-1336039234-renault-oroch-16-sce-zen-2wd-mt-_JM,http://http2.mlstatic.com/D_757853-MLU110840800123_042026-I.jpg,Maldonado,Maldonado,799338213,GOVENTASSAS,False,2024,32000 km,Renault,Oroch,,Nafta,Manual,Gris,4,1600 cc
MLU1336028212,Renault Duster 1.6 4x2 Confort 110cv,9500,USD,used,2026-04-24T18:07:25.971Z,https://auto.mercadolibre.com.uy/MLU-1336028212-renault-duster-16-4x2-confort-110cv-_JM,http://http2.mlstatic.com/D_973568-MLU109945847138_042026-I.jpg,Rincon Del Indio,Maldonado,258978351,GONZALOGIUSTA,False,2013,245000 km,Renault,Duster,,Nafta,Manual,Celeste,5,1600 cc
MLU1336039234,Renault Oroch 1.6 Sce Zen 2wd Mt,17900,USD,used,2026-04-24T14:44:19.734Z,https://auto.mercadolibre.com.uy/MLU-1336039234-renault-oroch-16-sce-zen-2wd-mt-_JM,http://http2.mlstatic.com/D_757853-MLU110840800123_042026-I.jpg,Maldonado,Maldonado,799338213,GOVENTASSAS,False,2024,32000 km,Renault,Oroch,,Nafta,Manual,Gris,4,1600 cc
MLU1336067572,Nissan Frontier 2.5 Pro-4x 4x4 At,34700,USD,used,2026-04-24T18:17:43.179Z,https://auto.mercadolibre.com.uy/MLU-1336067572-nissan-frontier-25-pro-4x-4x4-at-_JM,http://http2.mlstatic.com/D_841290-MLU109945139722_042026-I.jpg,Punta del Este,Maldonado,1154232160,FACUGARESE333,False,2025,54050 km,Nissan,Frontier,,Nafta,Automática,Blanco,4,2500 cc
MLU1336038734,Renault Kwid 1.0 Sce 68cv Intense,13990,USD,new,2026-04-24T13:44:07.704Z,https://auto.mercadolibre.com.uy/MLU-1336038734-renault-kwid-10-sce-68cv-intense-_JM,http://http2.mlstatic.com/D_835189-MLU109937178858_042026-I.jpg,Nueva Helvecia,Colonia,3237294177,RG20260302100556,True,2026,0 km,Renault,Kwid,,Nafta,Manual,Blanco,5,1000 cc
MLU1336069498,Autos Camionetas Changan Hunter 4x2 2026 Toyota Ford Bmw Kia,24000,USD,new,2026-04-24T21:09:15.673Z,https://auto.mercadolibre.com.uy/MLU-1336069498-autos-camionetas-changan-hunter-4x2-2026-toyota-ford-bmw-kia-_JM,http://http2.mlstatic.com/D_699739-MLU109949543418_042026-I.jpg,Colonia del Sacramento,Colonia,2371027950,EE20250403163858,True,2026,0 km,Changan,Hunter,,Híbrido,Automática,Gris,4,2000 cc
MLU1336025634,Suzuki Alto 0.8 800,8400,USD,used,2026-04-24T13:31:37.272Z,https://auto.mercadolibre.com.uy/MLU-1336025634-suzuki-alto-08-800-_JM,http://http2.mlstatic.com/D_738071-MLU110840016583_042026-I.jpg,Paysandú,Paysandú,3069137541,LASARGAYRODRIGUEZAUTOMOVILES,True,2014,84000 km,Suzuki,Alto,,Nafta,Manual,Gris,5,800 cc
MLU1336067718,Suzuki Alto Maruti O.8 Full 2012,5700,USD,used,2026-04-24T18:34:27.396Z,https://auto.mercadolibre.com.uy/MLU-1336067718-suzuki-alto-maruti-o8-full-2012-_JM,http://http2.mlstatic.com/D_979058-MLU110848817053_042026-I.jpg,Maldonado,Maldonado,19188485,FRENE CAR AUTOMOVILES,True,2012,180000 km,Suzuki,Alto,,Nafta,Manual,Negro,5,1000 cc
MLU1336104234,Chevrolet S10 Lt 2.4 2013 Buen Estado!,16900,USD,used,2026-04-24T14:48:18.035Z,https://auto.mercadolibre.com.uy/MLU-1336104234-chevrolet-s10-lt-24-2013-buen-estado-_JM,http://http2.mlstatic.com/D_705071-MLU110843598345_042026-I.jpg,Florida,Florida,313726744,CHEVROLET FLORIDA,True,2013,173000 km,Chevrolet,S10,,Nafta,Manual,Gris oscuro,4,2400 cc
MLU1336028164,Fiat Strada 1.3 Volcano Dc At,19900,USD,used,2026-04-24T18:02:09.352Z,https://auto.mercadolibre.com.uy/MLU-1336028164-fiat-strada-13-volcano-dc-at-_JM,http://http2.mlstatic.com/D_938059-MLU109945844938_042026-I.jpg,Maldonado,Maldonado,19188485,FRENE CAR AUTOMOVILES,True,2024,27600 km,Fiat,Strada,,Nafta,Automática,Gris,4,1300 cc
MLU1336108452,Nissan Frontier 2.4 - Arbeleche,11500,USD,used,2026-04-24T21:37:46.87Z,https://auto.mercadolibre.com.uy/MLU-1336108452-nissan-frontier-24-arbeleche-_JM,http://http2.mlstatic.com/D_990961-MLU109951362102_042026-I.jpg,Carmelo,Colonia,78291696,ARBELECHE AUTOMOVILES,True,2015,115222 km,Nissan,Frontier,,Nafta,Manual,Blanco,4,2400 cc
MLU1336040216,Fiat Strada Trekking 1.4 2020 Buen Estado!,66700,USD,used,2026-04-24T16:02:45.1Z,https://auto.mercadolibre.com.uy/MLU-1336040216-fiat-strada-trekking-14-2020-buen-estado-_JM,http://http2.mlstatic.com/D_776597-MLU110846177745_042026-I.jpg,Florida,Florida,313726744,CHEVROLET FLORIDA,True,2020,66700 km,Fiat,Strada,,Nafta,Manual,Gris oscuro,3,1400 cc
MLU1336039220,Fiat Strada Advantage 1.6 2015 Buen Estado!,12800,USD,used,2026-04-24T14:42:44.211Z,https://auto.mercadolibre.com.uy/MLU-1336039220-fiat-strada-advantage-16-2015-buen-estado-_JM,http://http2.mlstatic.com/D_835473-MLU110843418779_042026-I.jpg,Florida,Florida,313726744,CHEVROLET FLORIDA,True,2015,212300 km,Fiat,Strada,,Nafta,Manual,Gris oscuro,3,1600 cc
MLU1336069264,Byd F0 1.0 Full Manual,6500,USD,used,2026-04-24T20:47:58.293Z,https://auto.mercadolibre.com.uy/MLU-1336069264-byd-f0-10-full-manual-_JM,http://http2.mlstatic.com/D_647790-MLU110852950643_042026-I.jpg,Salto,Salto,188917387,OLIVERA AUTOMOTORES,True,2011,171598 km,BYD,F0,,Nafta,Manual,Negro,5,1000 cc
MLU1336028370,Fiat Strada Freedom 1.3 2021 Impecable!,16500,USD,used,2026-04-24T18:23:09.299Z,https://auto.mercadolibre.com.uy/MLU-1336028370-fiat-strada-freedom-13-2021-impecable-_JM,http://http2.mlstatic.com/D_602273-MLU110850477151_042026-I.jpg,Rivera,Rivera,355425251,CHEVROLET RIVERA,True,2021,94460 km,Fiat,Strada,,Nafta,Manual,Gris oscuro,4,1300 cc
MLU1336067796,Volkswagen Up! 1.0 Move Up! 75cv,11800,USD,used,2026-04-24T18:44:59.597Z,https://auto.mercadolibre.com.uy/MLU-1336067796-volkswagen-up-10-move-up-75cv-_JM,http://http2.mlstatic.com/D_756224-MLU110849827697_042026-I.jpg,Paysandú,Paysandú,11064936,AUTOMOTORAS PAYSANDU,True,2018,103000 km,Volkswagen,Up!,,Nafta,Manual,Blanco,3,1000 cc
MLU1336104232,Suzuki Dzire Glx Hybrid 1.2 2026 0km Car Plus,20990,USD,new,2026-04-24T14:48:05.716Z,https://auto.mercadolibre.com.uy/MLU-1336104232-suzuki-dzire-glx-hybrid-12-2026-0km-car-plus-_JM,http://http2.mlstatic.com/D_858084-MLU110844800813_042026-I.jpg,Paysandú,Paysandú,463390627,CAR PLUS_AUTOMÓVILES,True,2026,0 km,Suzuki,Dzire,,Diésel,Automática,Blanco,5,1200 cc
MLU1336038566,Chevrolet Tracker Ltz 1.2 2021 Impecable!,22900,USD,used,2026-04-24T13:22:44.669Z,https://auto.mercadolibre.com.uy/MLU-1336038566-chevrolet-tracker-ltz-12-2021-impecable-_JM,http://http2.mlstatic.com/D_871851-MLU109937389250_042026-I.jpg,Florida,Florida,313726744,CHEVROLET FLORIDA,True,2021,60300 km,Chevrolet,Tracker,,Nafta,Automática,Blanco,5,1200 cc
MLU1336025458,Volkswagen Saveiro 1.6 Cross Gp Cd 101cv,18500,USD,used,2026-04-24T13:04:31.359Z,https://auto.mercadolibre.com.uy/MLU-1336025458-volkswagen-saveiro-16-cross-gp-cd-101cv-_JM,http://http2.mlstatic.com/D_733323-MLU110837330351_042026-I.jpg,Paso de los Toros,Tacuarembó,694426750,AUTOMOTORA51,True,2023,144230 km,Volkswagen,Saveiro,,Nafta,Manual,Blanco,2,1600 cc
MLU1336025636,Hyundai Hb20 1.0 Comfort Mt,16990,USD,new,2026-04-24T13:31:41.199Z,https://auto.mercadolibre.com.uy/MLU-1336025636-hyundai-hb20-10-comfort-mt-_JM,http://http2.mlstatic.com/D_756909-MLU109936347664_042026-I.jpg,Paysandú,Paysandú,1346291804,OVCARAUTOMOTORES,True,2026,0 km,Hyundai,HB20,,Nafta,Manual,Azul,5,1000 cc
MLU1336065282,Volkswagen Saveiro 1.6 Gp Cd 101cv Power,17000,USD,used,2026-04-24T14:38:06.57Z,https://auto.mercadolibre.com.uy/MLU-1336065282-volkswagen-saveiro-16-gp-cd-101cv-power-_JM,http://http2.mlstatic.com/D_928585-MLU109937170336_042026-I.jpg,Tacuarembó,Tacuarembó,1322970593,OBRACARCENTRO,True,2024,50000 km,Volkswagen,Saveiro,,Nafta,Manual,Plateado,2,1600 cc
MLU1336040814,Bmw X1 1.5t Xdrive25e Xline Plus Dkg Steptronic,79990,USD,new,2026-04-24T17:19:05.154Z,https://auto.mercadolibre.com.uy/MLU-1336040814-bmw-x1-15t-xdrive25e-xline-plus-dkg-steptronic-_JM,http://http2.mlstatic.com/D_993987-MLU110847780843_042026-I.jpg,Punta del Este,Maldonado,179782129,GVILLASUSO PUNTA,True,2026,0 km,BMW,X1,,Híbrido,Automática,Negro,5,1500 cc
MLU1336038462,Volkswagen Saveiro 1.6 Cross Gp Cd 101cv,18500,USD,used,2026-04-24T13:01:58.354Z,https://auto.mercadolibre.com.uy/MLU-1336038462-volkswagen-saveiro-16-cross-gp-cd-101cv-_JM,http://http2.mlstatic.com/D_725704-MLU110837329413_042026-I.jpg,Paso de los Toros,Tacuarembó,694426750,AUTOMOTORA51,True,2019,183131 km,Volkswagen,Saveiro,,Nafta,Manual,Gris,2,1600 cc
MLU1336025608,Ford Fiesta Kinetic 1.6 Se 120cv,10990,USD,used,2026-04-24T13:28:37.974Z,https://auto.mercadolibre.com.uy/MLU-1336025608-ford-fiesta-kinetic-16-se-120cv-_JM,http://http2.mlstatic.com/D_613784-MLU110840815953_042026-I.jpg,Paysandú,Paysandú,3069137541,LASARGAYRODRIGUEZAUTOMOVILES,True,2014,104000 km,Ford,Fiesta Kinetic,,Nafta,Manual,Blanco,5,1600 cc
MLU1336103472,Hyundai Hb20 1.0 Premium Mt,19990,USD,new,2026-04-24T13:09:26.135Z,https://auto.mercadolibre.com.uy/MLU-1336103472-hyundai-hb20-10-premium-mt-_JM,http://http2.mlstatic.com/D_640092-MLU110836664481_042026-I.jpg,Paysandú,Paysandú,1346291804,OVCARAUTOMOTORES,True,2026,0 km,Hyundai,HB20,,Nafta,Manual,Gris,5,1000 cc
MLU1336026014,Volkswagen Suran Imotion 1.6 2014 ! - Automotora Albano,12990,USD,used,2026-04-24T14:18:01.759Z,https://auto.mercadolibre.com.uy/MLU-1336026014-volkswagen-suran-imotion-16-2014-automotora-albano-_JM,http://http2.mlstatic.com/D_690882-MLU109939105544_042026-I.jpg,Artigas,Artigas,119543183,AUTOMOTORA ALBANO,True,2014,130000 km,Volkswagen,Suran,,Nafta,Automática,Azul,5,1600 cc
MLU1336064490,Citroën Basalt 1.0 Feel,20990,USD,new,2026-04-24T12:59:02.987Z,https://auto.mercadolibre.com.uy/MLU-1336064490-citron-basalt-10-feel-_JM,http://http2.mlstatic.com/D_716858-MLU110836907437_042026-I.jpg,Cardona,Soriano,158860689,ALVAROSUAREZ_AUTOMOVILES,True,2026,0 km,Citroën,Basalt,,Nafta,Manual,Blanco,5,1000 cc
MLU1336038798,Hyundai I10 1.1 Gls Mt,10900,USD,used,2026-04-24T13:51:48.834Z,https://auto.mercadolibre.com.uy/MLU-1336038798-hyundai-i10-11-gls-mt-_JM,http://http2.mlstatic.com/D_650407-MLU110840823689_042026-I.jpg,Paso de los Toros,Tacuarembó,694426750,AUTOMOTORA51,True,2012,126619 km,Hyundai,i10,,Nafta,Manual,Blanco,5,1100 cc
MLU1336064766,Volkswagen Gol Power 1.6 2016 Car Plus,11900,USD,used,2026-04-24T13:37:44.676Z,https://auto.mercadolibre.com.uy/MLU-1336064766-volkswagen-gol-power-16-2016-car-plus-_JM,http://http2.mlstatic.com/D_729199-MLU109937778664_042026-I.jpg,Paysandú,Paysandú,463390627,CAR PLUS_AUTOMÓVILES,True,2016,127000 km,Volkswagen,Gol,,Nafta,Manual,Azul,5,1600 cc
